path_id,min_slice
76,0
94,0
118,0
184,0
292,0
414,0
1006,0
1016,0
1018,4
1028,8
1200,0
1356,0
82,4
150,4
192,4
206,8
260,0
788,0
912,0
1012,12
1118,0
1124,0
1260,0
1375,0
1386,16
26,0
70,8
116,4
300,4
304,10
346,4
780,4
832,0
890,0
1030,20
1114,0
1298,0
1370,4
40,0
140,12
158,0
408,0
734,4
814,14
831,6
833,10
954,4
1264,0
1282,10
112,10
174,4
263,10
410,4
412,12
652,0
668,0
672,8
706,18
711,14
720,4
732,8
816,8
818,14
824,6
870,12
876,6
886,14
938,16
964,0
965,14
967,18
1010,8
1106,20
1112,6
1150,26
1192,0
1198,4
1202,12
1226,22
1287,4
1288,0
1295,20
1296,26
1346,4
242,16
1039,24
1231,4
18,6
20,16
28,6
98,16
302,20
487,8
660,14
698,6
702,24
704,34
728,12
898,4
900,14
933,18
948,8
956,14
1194,20
1320,24
1348,12
1354,10
1366,18
52,4
120,0
159,0
182,12
264,16
318,30
405,24
716,28
746,16
806,24
914,22
968,30
1037,36
1126,22
1147,10
1190,44
1273,30
1389,4
1396,24
33,4
39,8
41,12
96,26
104,16
109,16
135,20
154,30
220,24
276,12
450,8
473,22
536,26
617,28
683,24
686,4
688,16
767,38
776,22
777,44
778,34
820,28
1017,20
1027,34
1204,36
1300,32
1365,14
1382,28
38,26
56,16
146,20
170,48
198,38
200,48
272,24
316,38
458,30
696,40
708,40
715,44
736,34
790,28
792,36
794,44
922,30
929,32
930,56
932,66
942,34
952,52
1068,42
1076,14
1266,24
1384,38
1388,48
78,40
479,34
496,32
503,38
700,52
724,30
754,30
766,46
830,48
941,8
966,8
1020,58
1078,54
1149,38
1372,38
387,26
573,44
669,44
24,16
62,30
100,58
124,8
152,76
162,20
217,48
236,70
417,60
420,66
576,48
621,48
685,40
689,56
714,62
718,44
726,56
770,60
774,76
783,50
786,92
825,74
834,72
856,70
864,60
866,82
878,28
882,44
936,66
962,58
988,54
1002,44
1058,36
1102,90
1105,82
1153,72
1154,80
1222,66
1223,66
1228,60
1284,26
1289,20
1306,102
1316,52
1318,78
1338,40
1374,28
1391,52
19,38
32,52
144,44
172,84
985,94
987,104
1162,74
1213,108
1355,48
1364,88
1378,118
517,52
877,72
3,64
74,70
80,88
186,42
199,56
214,78
224,84
342,52
348,70
768,118
888,72
892,90
1008,54
1015,58
1024,98
1110,14
1302,128
1304,146
1342,164
1352,52
1402,72
14,84
126,92
266,88
288,62
404,90
424,98
648,108
750,78
756,86
860,44
874,78
924,70
928,114
1043,90
1046,102
1130,80
1134,94
1184,136
1193,106
1286,58
1294,170
1326,92
1371,66
1390,116
1392,32
17,76
35,62
99,102
156,128
226,64
290,60
463,74
483,80
507,80
593,86
701,110
779,74
784,150
827,184
828,110
829,196
884,116
902,44
908,84
960,100
1196,138
1283,84
1290,96
1308,208
1350,96
1358,48
110,46
113,108
117,112
119,128
191,106
407,106
415,114
691,62
707,114
712,132
823,114
885,116
916,116
1004,94
1211,158
1268,74
1274,90
1385,106
1394,62
16,96
72,118
114,78
298,100
344,106
391,64
416,114
664,56
722,132
894,136
1014,130
1026,152
1208,166
1242,110
1310,228
1324,124
181,250
136,76
208,122
468,92
472,102
752,116
872,122
989,188
992,64
1044,254
1120,154
1217,170
1344,136
9,132
49,96
60,122
68,140
91,158
161,24
189,140
194,136
196,154
296,122
428,100
464,116
497,84
527,104
557,134
640,136
656,110
682,54
684,28
690,72
740,126
769,94
772,184
775,118
782,208
812,164
817,138
822,70
826,148
848,154
880,164
918,136
1022,174
1104,268
1107,172
1148,198
1186,232
1206,202
1220,84
1368,24
235,164
248,146
45,110
225,172
513,146
122,30
138,106
148,150
157,182
176,184
268,150
378,146
437,116
481,188
505,142
710,208
897,124
910,154
920,174
926,226
1013,130
1040,286
1047,302
1072,24
1074,44
1100,-1
1132,168
1136,188
1182,250
1185,130
1214,146
1216,166
1270,138
1292,118
1369,80
84,150
108,172
175,166
187,192
419,152
521,154
773,186
781,200
798,132
804,136
868,152
944,164
991,246
994,114
996,158
1152,172
1218,134
1404,170
54,168
58,190
64,212
133,178
178,228
202,172
204,194
270,170
422,178
460,184
462,206
613,164
676,152
810,192
984,214
1108,-1
1122,208
1170,236
1230,198
1258,186
1285,88
1377,184
66,234
97,216
278,84
312,252
314,270
453,178
705,258
709,-1
840,230
842,254
852,70
865,268
1031,210
1038,-1
1160,148
1307,278
1340,132
180,296
209,288
258,222
426,200
713,-1
717,-1
742,134
748,198
771,214
808,264
821,202
976,168
1056,210
1113,106
1128,272
1178,288
1188,166
1212,230
1246,190
1272,220
1276,244
1363,208
1380,220
495,186
796,178
1099,254
1418,220
37,188
509,228
983,260
1042,-1
1070,64
1183,254
1263,200
1299,-1
1334,226
1357,146
609,238
11,180
42,222
169,-1
306,198
324,222
326,234
553,246
813,280
1021,268
1210,-1
1321,274
436,152
836,296
927,-1
1098,-1
1215,292
8,246
10,262
103,246
107,260
195,208
411,236
466,274
467,274
789,-1
940,250
1086,290
1179,222
1267,220
1271,234
237,292
13,246
21,110
106,290
128,266
134,280
160,32
168,-1
219,254
256,298
397,210
433,-1
637,264
699,312
785,-1
809,298
838,-1
934,-1
963,-1
1158,230
1187,-1
1359,178
1362,276
12,292
22,300
46,164
85,-1
88,-1
216,278
218,292
223,306
274,-1
469,-1
475,-1
862,-1
1025,304
1052,236
1265,248
137,-1
139,-1
153,-1
382,-1
687,214
1379,-1
2,210
31,310
102,-1
141,-1
418,-1
442,-1
787,-1
807,-1
998,280
1000,-1
1054,254
1080,-1
1082,-1
1406,276
29,-1
444,276
401,278
43,-1
145,-1
188,-1
284,218
376,310
406,-1
435,-1
439,-1
501,220
815,-1
863,-1
904,-1
1171,264
1181,274
1247,-1
1250,298
1417,-1
15,-1
92,-1
105,-1
142,-1
155,-1
164,110
210,-1
384,-1
457,-1
461,-1
541,-1
800,-1
811,-1
867,-1
1036,-1
1083,-1
1343,-1
1398,-1
87,-1
399,232
86,-1
129,-1
471,-1
477,-1
493,-1
499,-1
569,-1
1142,284
1151,-1
4,-1
972,284
50,-1
115,-1
294,-1
413,-1
459,-1
725,-1
744,-1
797,-1
861,-1
1275,-1
849,222
1019,-1
402,-1
489,-1
491,-1
601,-1
969,-1
1119,-1
1155,-1
1173,284
1191,-1
1236,-1
1332,-1
310,266
403,-1
421,-1
438,-1
445,-1
565,-1
881,-1
1269,-1
1277,-1
1415,-1
0,-1
55,-1
130,-1
173,-1
212,-1
322,-1
801,-1
