path_id,min_slice
0,8
2,74
3,-1
4,30
5,74
6,140
8,152
10,188
11,-1
12,152
13,282
14,212
16,172
18,204
19,44
20,180
21,-1
22,0
23,140
24,120
26,232
27,66
28,190
30,94
32,46
33,4
34,38
35,10
36,94
38,268
39,268
40,210
42,44
43,-1
44,0
45,212
46,188
47,-1
48,140
50,0
51,0
52,48
54,222
55,130
56,202
57,-1
58,254
59,84
60,8
62,4
63,114
64,226
66,4
67,188
68,56
69,-1
70,300
71,226
72,54
74,284
75,-1
76,242
78,8
79,-1
80,240
82,130
84,14
86,-1
88,16
90,14
91,200
94,140
96,156
98,116
100,264
102,282
104,94
106,-1
108,180
110,-1
112,282
114,124
116,106
118,-1
120,196
122,16
124,24
126,52
128,260
130,44
132,22
133,-1
134,8
136,58
137,-1
138,-1
140,166
142,164
144,64
146,58
148,32
150,20
152,284
154,-1
156,240
158,-1
160,0
162,-1
164,-1
166,-1
168,256
169,-1
170,68
172,68
174,-1
176,-1
178,10
180,106
181,-1
182,50
184,98
185,226
186,136
188,4
190,84
192,276
193,-1
194,-1
196,-1
198,26
202,114
204,296
206,80
208,110
210,302
212,16
214,66
216,74
218,92
220,-1
228,0
230,104
232,-1
240,-1
242,12
244,4
252,30
254,-1
256,78
258,84
260,20
262,-1
264,4
266,22
268,40
270,150
272,300
274,-1
276,-1
278,-1
280,-1
284,38
288,-1
290,-1
292,-1
294,118
296,-1
298,-1
300,-1
302,-1
304,-1
306,84
308,-1
312,176
314,38
316,302
318,66
322,46
324,124
328,34
330,-1
332,88
338,-1
342,122
356,138
378,-1
382,24
389,50
403,58
405,240
409,16
411,-1
413,94
419,-1
425,22
427,164
429,28
431,164
433,-1
435,174
437,152
439,176
441,104
443,254
445,-1
451,-1
457,34
459,-1
461,254
463,-1
465,34
469,-1
471,300
479,-1
481,124
485,40
486,0
488,38
494,14
498,62
506,4
508,8
518,84
