path_id,min_slice
908,0
912,20
916,40
1108,0
1110,10
1111,0
1105,4
1113,18
644,0
648,18
652,24
646,44
650,52
654,76
1106,22
1114,38
910,56
914,64
918,78
1107,24
1115,36
1104,44
1109,58
1112,56
896,0
900,20
904,30
898,40
902,50
906,66
909,0
911,12
913,20
915,24
917,28
919,48
956,0
960,18
1000,42
976,58
978,82
986,94
990,102
994,120
1124,0
1116,22
1126,44
1132,62
1134,82
1140,0
1142,6
1118,92
1148,10
1150,20
1062,0
1060,18
1154,38
1162,50
1056,26
1058,48
1064,66
1066,86
1120,114
1122,122
1128,128
1130,140
1136,162
1138,186
1144,62
1146,66
1152,76
1156,90
1158,100
1160,112
487,0
481,4
485,24
479,32
477,56
483,66
944,0
948,10
952,14
968,18
972,26
992,34
996,52
980,64
984,74
1061,0
1059,6
1067,14
1057,34
1063,46
1065,54
1070,142
470,82
474,102
1074,150
536,0
538,10
540,26
542,34
544,58
546,80
548,102
550,122
552,140
554,146
556,166
558,170
1159,192
1153,216
1119,122
1161,226
1123,144
1131,162
1139,250
1147,272
1117,180
1121,294
1125,-1
1127,302
1129,-1
1133,-1
1135,186
1137,-1
1141,-1
1143,-1
1145,-1
1149,-1
1151,-1
1155,-1
1157,-1
1163,316
68,0
802,0
804,4
806,14
808,24
810,46
812,70
814,94
816,102
818,118
820,122
822,146
824,170
1008,174
1012,192
964,0
1004,208
988,4
945,24
947,46
949,60
950,74
953,80
954,90
959,104
962,128
974,150
982,154
1006,220
1010,240
397,0
385,14
511,0
314,22
284,30
278,44
292,52
290,76
288,82
298,90
296,106
306,110
316,116
304,122
326,142
340,164
338,182
342,192
336,206
282,228
356,242
286,254
280,268
354,272
358,294
352,310
366,-1
360,-1
370,-1
512,6
514,20
516,34
519,38
407,0
399,8
393,24
405,46
415,70
409,78
403,94
413,112
419,128
391,140
389,164
860,0
862,18
864,34
866,58
868,74
870,82
872,96
874,116
876,128
880,140
882,164
752,0
756,12
740,28
744,38
748,46
422,0
424,18
426,28
428,38
430,50
432,58
434,62
436,80
438,96
440,116
645,0
647,14
738,54
743,72
746,96
751,116
754,130
759,134
761,138
128,0
130,18
132,28
137,44
139,48
1005,184
1007,188
1011,200
1015,208
57,0
60,6
63,10
65,18
260,64
262,80
268,102
266,122
276,132
270,140
274,152
272,160
0,184
2,202
4,216
6,224
596,0
598,22
602,34
606,54
897,66
899,72
901,84
903,94
905,114
907,124
387,154
401,168
10,6
12,14
17,20
456,106
530,128
532,136
534,146
1216,240
411,98
1190,-1
214,-1
240,-1
865,260
869,280
873,300
877,-1
861,-1
881,-1
863,-1
867,-1
871,-1
875,-1
879,-1
883,-1
766,188
768,196
774,204
776,208
940,120
19,188
22,202
28,206
32,224
34,242
36,254
38,274
40,288
42,300
45,304
46,-1
49,308
51,-1
53,-1
54,-1
66,-1
71,-1
495,124
493,130
712,22
507,214
613,68
621,90
720,0
625,120
637,140
608,162
610,180
618,198
628,222
638,94
710,6
210,-1
216,-1
696,22
700,26
708,44
705,54
793,162
781,214
764,228
716,246
1224,238
762,258
770,262
18,260
20,266
23,272
30,294
33,-1
35,314
37,-1
39,-1
43,-1
8,134
56,188
58,236
61,78
62,260
78,42
80,132
82,146
84,170
86,184
88,58
90,202
92,216
94,226
98,256
100,232
102,280
104,-1
108,302
110,-1
112,-1
114,-1
116,-1
118,-1
120,-1
123,62
520,66
522,70
524,80
526,92
528,114
713,66
1024,-1
1028,-1
1020,-1
395,274
633,104
614,246
616,-1
623,-1
626,-1
630,-1
642,-1
928,-1
220,-1
224,-1
226,-1
236,-1
238,-1
244,-1
490,294
492,-1
494,-1
496,312
498,-1
500,-1
502,-1
504,-1
506,-1
508,-1
21,-1
26,242
29,-1
41,246
471,274
805,258
809,278
475,-1
813,294
817,298
821,-1
825,-1
24,-1
27,-1
600,-1
604,-1
640,216
609,240
611,-1
612,-1
619,-1
620,-1
624,-1
635,-1
636,-1
924,132
452,-1
454,-1
462,-1
445,-1
72,-1
549,-1
557,-1
545,-1
553,-1
537,-1
541,-1
539,-1
543,-1
547,-1
551,-1
555,-1
559,-1
11,-1
13,-1
14,-1
465,-1
469,-1
473,-1
467,-1
97,-1
79,294
81,310
83,-1
85,-1
87,-1
89,-1
91,-1
93,-1
95,-1
96,-1
101,-1
103,-1
688,-1
704,-1
852,180
64,-1
59,-1
67,-1
73,-1
142,-1
144,-1
148,-1
152,-1
154,-1
160,-1
164,-1
172,-1
174,-1
176,-1
178,-1
188,-1
687,-1
694,-1
703,-1
707,-1
1240,-1
31,-1
597,-1
601,-1
605,-1
599,-1
603,-1
607,-1
617,246
629,-1
615,-1
622,-1
627,-1
631,-1
632,-1
74,-1
76,-1
1,-1
5,-1
15,-1
451,168
449,-1
460,-1
1086,-1
521,-1
525,-1
523,-1
527,-1
107,-1
181,-1
431,-1
425,-1
437,-1
435,-1
489,152
936,-1
16,-1
1201,-1
458,-1
447,-1
3,-1
7,-1
1223,-1
441,-1
692,-1
463,-1
728,-1
732,-1
1207,-1
9,-1
69,-1
106,-1
801,-1
848,-1
856,-1
70,-1
25,-1
1030,-1
439,-1
433,-1
427,-1
457,-1
443,-1
461,-1
