,path_id,min_slice
0,7,-1
1,8,178
2,9,-1
3,11,-1
4,12,152
5,13,204
6,14,-1
7,15,108
8,16,192
9,17,-1
10,19,124
11,21,136
12,22,218
13,23,274
14,24,290
15,26,-1
16,27,232
17,28,-1
18,29,144
19,30,-1
20,31,162
21,33,130
22,34,-1
23,35,172
24,36,-1
25,38,112
26,39,-1
27,40,246
28,41,116
29,42,182
30,43,-1
31,44,260
32,45,120
33,47,50
34,48,56
35,49,68
36,50,44
37,51,26
38,52,0
39,53,14
40,54,66
41,55,4
42,62,-1
43,67,-1
44,68,-1
45,70,308
46,71,-1
47,72,-1
48,73,-1
49,74,-1
50,75,-1
51,76,-1
52,77,-1
53,78,-1
54,79,-1
55,80,-1
56,82,-1
57,83,-1
58,102,-1
59,111,24
60,112,-1
61,113,0
62,114,48
63,115,112
64,116,298
65,117,-1
66,118,12
67,119,126
68,120,188
69,121,206
70,122,-1
71,123,32
72,124,88
73,125,140
74,126,224
75,127,4
76,128,242
77,129,8
78,130,58
79,131,86
80,132,114
81,133,82
82,134,92
83,135,98
84,136,104
85,137,20
86,138,44
87,139,12
88,140,0
89,141,30
90,142,6
91,143,38
92,144,28
93,145,4
94,146,12
95,147,20
96,148,0
97,149,0
98,150,8
99,151,20
100,152,62
101,153,46
102,154,84
103,155,32
104,156,4
105,158,306
106,159,276
107,160,282
108,161,-1
109,162,82
110,163,0
111,164,18
112,165,32
113,166,52
114,167,4
115,168,8
116,190,18
117,191,28
118,192,4
119,193,10
120,194,0
121,195,42
122,197,-1
123,198,-1
124,199,-1
125,200,-1
126,202,-1
127,203,-1
128,204,-1
129,205,-1
130,206,-1
131,210,-1
132,211,314
133,213,-1
134,215,262
135,216,312
136,217,-1
137,221,268
138,222,298
139,223,-1
140,225,-1
141,226,168
142,234,86
143,241,90
144,251,4
145,252,126
146,253,56
147,254,24
148,255,70
149,256,44
150,257,34
151,258,16
152,259,86
153,260,106
154,261,10
155,262,0
156,264,-1
157,266,36
158,268,-1
159,270,-1
160,271,-1
161,272,-1
162,273,-1
163,274,-1
164,275,-1
165,276,-1
166,277,-1
167,278,-1
168,279,-1
169,280,-1
170,281,-1
171,282,-1
172,283,-1
173,284,18
174,286,42
175,288,30
176,290,0
177,292,62
178,296,4
179,298,8
180,301,68
181,302,40
182,303,156
183,304,278
184,305,78
185,306,100
186,307,260
187,308,-1
188,310,18
189,312,172
190,314,-1
191,320,224
192,328,114
193,330,284
194,332,298
195,334,-1
196,336,146
197,338,130
198,340,-1
199,342,106
200,351,56
201,352,0
202,353,4
203,354,12
204,355,42
205,356,18
206,357,30
207,358,8
208,359,74
209,376,-1
210,380,-1
211,382,314
212,385,-1
213,403,196
214,404,178
215,405,216
216,406,206
217,407,260
218,408,238
219,409,182
220,410,188
221,411,56
222,412,116
223,413,62
224,414,100
225,415,134
226,416,78
227,417,154
228,418,88
229,419,70
230,424,-1
231,425,0
232,427,58
233,428,-1
234,429,146
235,431,170
236,432,-1
237,433,80
238,435,20
239,436,-1
240,437,-1
241,439,194
242,441,6
243,443,-1
244,445,-1
245,447,102
246,449,218
247,451,124
248,453,38
249,454,12
250,455,26
251,456,0
252,457,-1
253,458,42
254,459,-1
255,460,0
256,461,108
257,462,6
258,463,-1
259,464,58
260,465,90
261,466,74
262,467,-1
263,469,-1
264,471,-1
265,473,-1
266,474,18
267,475,282
268,477,12
269,479,298
270,481,-1
271,483,276
272,487,86
273,488,98
274,489,56
275,490,248
276,491,-1
277,492,66
278,493,134
279,494,114
280,495,76
281,497,-1
282,498,-1
283,500,-1
284,501,242
285,503,-1
286,505,252
287,509,-1
288,510,-1
289,511,-1
290,539,8
291,541,0
292,545,40
293,546,40
294,549,50
295,550,4
296,552,22
297,553,0
298,557,16
299,568,-1
300,569,176
301,572,156
302,573,164
303,574,258
304,576,160
305,577,192
306,578,208
307,625,26
308,627,30
