path_id,min_slice
22,0
44,0
50,0
62,4
66,0
134,8
160,0
178,4
188,4
212,8
228,0
242,12
244,4
260,12
264,4
328,8
34,12
60,8
78,4
90,10
122,16
130,18
150,16
198,22
214,24
266,22
382,16
486,0
506,4
0,8
4,22
42,28
84,14
88,16
124,24
126,36
132,22
148,32
182,28
190,30
202,38
252,30
268,40
284,30
314,38
322,46
342,46
485,44
51,48
2,52
32,38
52,48
68,48
72,54
82,54
94,64
136,58
144,64
146,48
172,68
216,74
256,78
258,62
306,84
318,58
332,88
508,8
30,72
33,74
35,68
36,94
104,74
114,84
116,86
142,80
170,58
184,98
206,70
218,82
230,94
294,98
312,92
409,104
425,110
429,116
457,122
465,14
133,122
12,110
19,36
98,106
140,124
180,106
186,96
208,126
270,128
324,140
356,154
6,128
10,142
38,144
40,168
48,120
58,126
64,184
108,136
118,142
120,152
152,138
156,168
166,158
316,200
378,174
389,190
403,198
16,216
18,158
100,234
210,176
262,206
278,160
481,18
27,206
5,224
8,252
14,178
24,184
28,272
46,234
56,154
59,174
70,254
80,184
102,214
106,274
112,292
138,234
168,204
192,224
232,-1
272,204
292,254
296,294
300,-1
413,-1
441,-1
494,24
20,224
26,198
76,-1
86,220
158,242
174,274
176,246
194,264
196,-1
204,244
274,-1
288,266
290,-1
298,288
304,-1
308,-1
330,-1
338,-1
55,286
63,296
23,268
54,-1
74,296
96,-1
110,-1
128,280
154,-1
162,-1
164,-1
220,-1
240,-1
254,-1
276,-1
280,-1
302,-1
431,-1
437,-1
439,-1
45,-1
67,-1
71,306
91,-1
405,-1
461,-1
518,36
427,54
435,80
443,90
471,126
57,-1
39,-1
43,-1
13,-1
69,-1
498,100
79,-1
21,-1
193,-1
488,136
451,160
11,-1
185,-1
47,-1
433,-1
445,-1
75,-1
169,-1
459,234
3,-1
411,-1
463,-1
469,-1
479,-1
137,-1
181,-1
419,-1
