path_id,min_slice
457,0
937,0
35,0
364,0
940,4
238,0
123,0
127,4
992,0
68,4
154,4
69,8
107,8
86,12
550,0
82,8
596,0
498,4
485,8
162,4
696,8
470,12
640,12
416,16
1026,4
75,8
180,0
23,0
740,0
51,12
988,4
656,16
384,12
479,10
394,18
402,24
426,30
474,22
482,28
980,6
920,4
42,18
532,34
311,16
572,40
90,24
91,16
956,12
334,20
782,18
461,22
93,22
192,4
194,30
202,26
332,30
801,4
95,30
32,12
1030,8
433,38
684,0
764,8
316,38
308,38
98,46
288,36
290,12
74,54
72,20
71,20
22,34
165,62
900,44
206,70
102,46
506,46
522,54
650,24
266,28
144,36
138,54
122,78
509,52
401,28
59,46
0,42
177,10
226,50
119,36
66,62
131,54
214,60
57,86
56,46
275,64
134,96
141,106
276,60
50,116
272,72
490,62
203,74
46,70
448,72
469,70
592,82
302,44
310,80
680,92
848,80
676,0
38,126
92,56
304,136
80,66
81,146
33,156
358,90
58,102
201,20
11,76
370,114
249,32
996,84
190,126
964,32
477,90
87,82
126,94
445,88
258,106
268,168
262,138
728,102
813,12
94,150
672,16
146,180
716,28
150,118
284,130
158,192
48,54
602,114
105,204
178,162
45,216
19,228
1020,96
660,10
948,44
166,174
483,108
419,24
300,102
170,240
904,44
168,66
411,38
976,56
96,80
204,94
43,254
560,126
582,140
622,154
491,122
12,108
395,52
732,40
809,0
336,116
250,186
320,142
210,156
129,268
1004,16
1000,30
1014,136
324,130
382,200
376,282
322,214
1002,150
360,144
372,158
385,66
14,296
44,100
18,170
514,168
21,312
104,116
153,328
142,228
346,244
60,122
239,164
39,186
34,260
1028,180
499,198
860,70
26,344
348,172
557,216
111,202
110,362
710,88
2,138
264,190
495,234
156,156
278,174
612,184
108,192
103,380
167,252
118,276
409,270
984,106
648,58
1012,44
99,220
70,294
198,238
186,256
856,22
805,288
1,132
403,82
466,202
410,208
120,210
644,54
785,102
1008,308
10,312
511,328
312,228
789,348
24,230
908,248
30,274
314,250
225,76
286,332
708,74
36,270
15,294
106,352
700,96
574,118
47,152
540,222
174,316
8,174
296,338
944,268
604,140
932,96
54,360
688,124
936,290
425,196
545,368
20,220
1016,62
418,314
960,148
83,244
84,292
298,374
493,338
896,172
584,164
501,362
666,196
132,316
27,-1
27,-1
27,-1
27,-1
27,-1
31,-1
31,-1
31,-1
31,-1
31,-1
55,-1
55,-1
55,-1
55,-1
55,-1
62,-1
63,-1
63,-1
63,-1
63,-1
63,-1
67,-1
67,-1
67,-1
67,-1
67,-1
78,-1
79,-1
79,-1
79,-1
79,-1
79,-1
114,-1
115,-1
115,-1
115,-1
115,-1
115,-1
117,-1
117,-1
117,-1
117,-1
117,-1
130,-1
274,-1
292,-1
829,-1
829,-1
829,-1
829,-1
829,-1
829,-1
829,-1
829,-1
829,-1
829,-1
829,-1
182,-1
340,-1
328,-1
