path_id,min_slice
0,24
1,48
2,-1
3,170
4,46
5,204
6,-1
7,224
8,310
9,-1
10,-1
11,4
12,224
13,130
14,-1
15,142
16,62
17,-1
18,-1
19,-1
20,200
21,18
22,248
23,156
24,48
25,-1
26,256
27,20
28,-1
29,212
30,-1
31,-1
32,-1
33,-1
34,142
35,300
36,300
37,84
38,-1
39,94
40,30
41,26
43,-1
44,8
45,52
46,224
47,12
48,232
49,116
50,166
51,0
52,100
53,298
54,230
55,6
56,96
57,-1
58,-1
59,20
60,132
61,-1
62,-1
63,-1
64,4
65,-1
66,16
67,-1
68,108
69,-1
70,34
71,210
72,298
73,94
74,10
75,8
76,84
77,26
78,146
79,-1
80,164
81,-1
82,-1
83,-1
84,188
85,56
86,44
87,-1
88,212
89,248
90,120
91,190
92,20
93,106
94,248
95,84
96,-1
97,8
98,-1
99,118
100,-1
101,-1
102,-1
103,12
104,150
105,-1
106,-1
107,-1
108,282
109,-1
110,158
111,-1
112,-1
113,-1
114,-1
115,266
116,76
117,-1
118,-1
119,-1
120,-1
121,-1
122,-1
123,-1
124,-1
125,-1
126,-1
127,-1
128,62
129,44
130,20
131,28
132,0
133,16
134,4
135,0
136,10
137,8
140,6
141,244
142,0
143,0
144,4
145,4
148,104
149,264
150,50
152,68
154,224
155,264
158,130
160,152
164,108
165,238
166,0
167,152
168,132
169,-1
170,70
171,44
173,24
174,148
175,0
176,166
177,168
178,52
179,4
180,20
181,76
182,204
183,-1
185,50
186,238
187,276
189,200
190,28
191,-1
193,-1
195,56
199,-1
201,182
203,0
205,-1
207,8
208,190
209,16
213,-1
219,-1
221,170
223,38
225,-1
227,34
233,-1
235,12
239,92
247,212
251,-1
253,-1
256,-1
258,130
260,-1
261,-1
262,220
274,-1
275,196
281,-1
282,-1
294,84
296,276
299,38
310,92
311,52
312,0
313,114
314,132
315,152
316,24
317,168
318,34
319,4
320,78
321,176
322,90
324,-1
330,24
332,-1
334,68
338,232
340,32
354,-1
363,-1
364,32
365,76
368,130
369,-1
370,-1
371,106
372,-1
373,-1
374,68
378,-1
381,264
385,284
387,0
388,116
389,-1
391,54
392,44
393,72
395,284
397,62
398,-1
399,124
401,96
403,300
405,108
407,-1
409,-1
411,-1
