,path_id,min_slice
0,0,8
1,1,0
2,2,20
3,3,8
4,4,40
5,5,40
6,6,0
7,7,16
8,8,4
9,9,54
10,11,28
11,12,72
12,14,80
13,15,-1
14,16,86
15,18,68
16,20,-1
17,22,102
18,23,-1
19,24,-1
20,25,-1
21,26,172
22,27,-1
23,28,-1
24,29,-1
25,30,18
26,31,-1
27,32,-1
28,33,-1
29,34,-1
30,35,-1
31,36,194
32,37,-1
33,38,34
34,39,-1
35,40,-1
36,42,140
37,43,-1
38,44,-1
39,45,-1
40,46,56
41,47,-1
42,48,-1
43,49,-1
44,50,-1
45,51,312
46,52,148
47,53,-1
48,54,74
49,55,-1
50,56,44
51,57,212
52,58,26
53,59,-1
54,60,156
55,61,-1
56,62,176
57,63,196
58,64,92
59,65,224
60,66,-1
61,67,180
62,68,190
63,69,210
64,70,-1
65,71,188
66,72,110
67,73,176
68,74,258
69,75,260
70,76,138
71,77,288
72,78,240
73,79,274
74,80,124
75,81,-1
76,82,152
77,83,256
78,84,130
79,85,-1
80,86,0
81,88,18
82,90,8
83,92,48
84,94,258
85,96,88
86,98,34
87,100,160
88,102,214
89,105,102
90,106,236
91,108,144
92,110,282
93,112,30
94,114,178
95,116,58
96,118,196
97,120,116
98,122,68
99,124,40
100,126,78
101,128,130
102,130,286
103,131,110
104,132,302
105,133,258
106,134,-1
107,135,278
108,136,226
109,137,-1
110,138,-1
111,139,244
112,140,218
113,141,-1
114,142,222
115,143,-1
116,144,232
117,145,292
118,146,-1
119,147,306
120,148,294
121,149,-1
122,150,-1
123,151,-1
124,152,280
125,153,-1
126,154,-1
127,155,-1
128,156,-1
129,157,-1
130,158,-1
131,159,250
132,160,94
133,161,124
134,162,98
135,163,98
136,164,118
137,165,268
138,166,232
139,168,226
140,170,94
141,172,8
142,173,0
143,174,0
144,175,6
145,176,126
146,177,-1
147,178,112
148,179,-1
149,181,106
150,182,148
151,183,-1
152,184,102
153,185,-1
154,186,172
155,188,-1
156,190,196
157,194,256
158,196,220
159,201,252
160,202,262
161,203,220
162,205,238
163,206,226
164,209,284
165,216,296
166,221,312
167,233,274
168,244,0
169,256,-1
170,258,-1
171,300,0
172,302,20
173,305,-1
174,306,10
175,308,44
176,312,0
177,313,106
178,314,20
179,315,74
180,316,8
181,317,92
182,318,66
183,319,78
184,320,34
185,321,86
186,322,50
187,323,82
188,324,20
189,325,128
190,326,58
191,327,134
192,328,0
193,329,124
194,330,44
195,331,158
196,332,32
197,333,140
198,334,10
199,335,148
200,336,8
201,338,18
202,340,0
203,342,22
204,343,170
205,348,6
206,384,102
207,385,204
208,386,94
209,387,118
210,388,8
211,389,86
212,390,30
213,391,60
214,392,0
215,393,56
216,394,42
217,395,76
218,397,58
219,399,66
220,401,-1
221,403,52
222,404,98
223,407,116
224,411,134
225,413,-1
226,415,244
227,416,166
228,417,240
229,419,72
230,425,-1
231,427,-1
232,429,-1
233,431,0
234,433,34
235,435,152
236,437,14
237,439,164
238,441,140
