,path_id,min_slice
0,0,-1
1,1,-1
2,2,80
3,3,236
4,4,-1
5,5,254
6,6,-1
7,7,-1
8,8,168
9,9,-1
10,10,184
11,11,178
12,12,200
13,13,196
14,14,-1
15,15,236
16,16,20
17,17,84
18,18,0
19,19,74
20,20,10
21,21,96
22,22,188
23,23,-1
24,24,16
25,25,-1
26,26,0
27,27,-1
28,28,6
29,29,-1
30,30,-1
31,31,-1
32,32,64
33,33,-1
34,34,-1
35,35,74
36,36,-1
37,37,104
38,38,56
39,39,-1
40,40,52
41,41,-1
42,42,124
43,43,-1
44,44,204
45,45,-1
46,46,66
47,47,-1
48,48,-1
49,49,92
50,50,-1
51,51,-1
52,52,46
53,53,-1
54,54,94
55,55,-1
56,56,54
57,57,-1
58,58,116
59,59,-1
60,60,76
61,61,-1
62,62,64
63,63,-1
64,64,138
65,65,-1
66,66,230
67,67,-1
68,68,130
69,70,4
70,72,86
71,74,32
72,76,0
73,78,18
74,80,50
75,82,244
76,84,44
77,85,202
78,86,238
79,87,-1
80,88,220
81,89,-1
82,90,-1
83,91,-1
84,92,270
85,93,-1
86,94,0
87,95,-1
88,96,14
89,97,-1
90,98,4
91,99,-1
92,100,218
93,101,-1
94,102,128
95,103,298
96,104,102
97,105,-1
98,106,108
99,107,-1
100,108,202
101,109,312
102,110,40
103,111,-1
104,112,10
105,113,-1
106,114,18
107,115,-1
108,116,4
109,117,-1
110,118,0
111,119,-1
112,120,0
113,121,-1
114,122,20
115,123,-1
116,124,8
117,125,-1
118,126,310
119,127,-1
120,128,-1
121,129,-1
122,130,-1
123,131,-1
124,132,-1
125,133,-1
126,134,128
127,135,80
128,136,138
129,137,-1
130,138,152
131,139,-1
132,140,134
133,141,-1
134,142,-1
135,143,-1
136,144,90
137,145,-1
138,146,16
139,147,-1
140,148,44
141,149,-1
142,150,0
143,151,-1
144,152,-1
145,153,294
146,154,-1
147,155,-1
148,156,-1
149,157,234
150,158,50
151,159,102
152,160,48
153,161,62
154,162,58
155,163,56
156,164,124
157,165,76
158,166,248
159,167,-1
160,168,180
161,169,-1
162,170,162
163,171,-1
164,172,170
165,173,-1
166,174,54
167,175,90
168,176,228
169,177,-1
170,178,78
171,179,-1
172,180,100
173,181,-1
174,182,70
175,183,-1
176,184,0
177,185,-1
178,186,4
179,187,-1
180,188,-1
181,189,22
182,190,-1
183,191,196
184,192,26
185,194,54
186,195,-1
187,196,72
188,197,-1
189,198,34
190,199,278
191,200,44
192,202,90
193,204,112
194,206,30
195,208,278
196,209,-1
197,210,-1
198,211,-1
199,212,-1
200,213,-1
201,214,-1
202,215,-1
203,216,-1
204,217,224
205,218,-1
206,219,-1
207,220,312
208,221,-1
209,222,-1
210,223,-1
211,224,306
212,225,-1
213,226,174
214,227,192
215,229,-1
216,235,-1
217,236,230
218,237,-1
219,239,-1
220,242,72
221,245,-1
222,246,-1
223,248,-1
224,250,-1
225,256,258
226,258,148
227,260,0
228,262,-1
229,263,4
230,264,16
231,266,34
232,268,84
233,270,104
234,272,24
235,274,270
236,276,212
237,278,248
238,284,110
239,288,158
240,290,310
241,292,0
242,294,-1
243,296,48
244,298,26
245,300,4
246,302,16
247,304,10
248,306,166
249,308,-1
250,310,-1
251,312,160
252,314,178
253,316,84
254,318,76
255,322,292
256,324,254
257,326,266
258,342,48
259,344,126
260,346,10
261,348,66
262,376,-1
263,378,94
264,382,-1
265,384,-1
266,385,-1
267,387,216
268,389,284
269,391,220
270,393,-1
271,395,-1
272,397,240
273,399,-1
274,401,-1
275,402,168
276,403,278
277,404,72
278,405,206
279,406,132
280,407,270
281,408,16
282,409,-1
283,410,4
284,411,-1
285,412,12
286,413,-1
287,414,0
288,415,-1
289,416,20
290,417,-1
291,418,156
292,419,-1
293,420,0
294,421,-1
295,422,26
296,423,-1
297,424,12
298,425,-1
299,426,240
300,427,0
301,428,312
302,429,-1
303,430,-1
304,431,-1
305,432,-1
306,433,-1
307,434,-1
308,435,-1
309,436,298
310,437,312
311,438,-1
312,439,-1
313,440,276
314,441,-1
315,442,242
316,443,-1
317,444,-1
318,445,-1
319,446,-1
320,447,-1
321,449,-1
322,450,142
323,451,-1
324,452,-1
325,453,260
326,455,-1
327,457,-1
328,458,16
329,459,-1
330,460,44
331,461,-1
332,462,66
333,463,-1
334,464,26
335,465,-1
336,466,164
337,467,168
338,468,154
339,469,184
340,471,180
341,472,88
342,473,150
343,474,100
344,475,-1
345,477,172
346,479,0
347,481,228
348,483,14
349,485,238
350,486,-1
351,487,0
352,489,-1
353,491,-1
354,493,262
355,495,228
356,496,186
357,497,10
358,499,284
359,501,242
360,503,192
361,505,304
362,507,298
363,509,-1
364,511,-1
365,513,-1
366,515,-1
367,517,-1
368,521,-1
369,522,-1
370,527,122
371,536,232
372,541,214
373,545,-1
374,549,-1
375,553,-1
376,557,312
377,565,-1
378,569,-1
379,573,-1
380,576,0
381,585,-1
382,593,-1
383,601,-1
384,605,-1
385,609,-1
386,613,-1
387,617,40
388,621,-1
389,633,128
390,637,-1
391,640,86
392,648,196
393,652,6
394,656,68
395,660,14
396,664,24
397,668,90
398,669,-1
399,672,0
400,676,46
401,681,-1
402,682,72
403,683,58
404,684,24
405,685,62
406,686,0
407,687,106
408,688,12
409,689,68
410,690,48
411,691,74
412,696,-1
413,698,0
414,699,-1
415,700,30
416,701,-1
417,702,10
418,703,-1
419,704,20
420,705,-1
421,706,82
422,707,-1
423,708,244
424,709,-1
425,710,160
426,711,-1
427,712,144
428,713,-1
429,714,132
430,715,-1
431,716,124
432,717,-1
433,718,70
434,719,-1
435,720,0
436,721,-1
437,722,48
438,723,-1
439,724,18
440,725,-1
441,726,32
442,727,-1
443,728,8
444,729,-1
445,732,152
446,734,60
447,736,64
448,740,-1
449,742,220
450,744,262
451,746,86
452,748,-1
453,750,194
454,752,210
455,754,176
456,756,202
457,760,32
458,766,30
459,767,170
460,768,92
461,769,206
462,770,44
463,771,272
464,772,130
465,773,230
466,774,60
467,775,218
468,776,6
469,777,176
470,778,18
471,779,196
472,780,0
473,781,244
474,782,154
475,783,188
476,784,110
477,785,-1
478,786,76
479,787,-1
480,788,178
481,789,-1
482,790,48
483,792,56
484,793,-1
485,794,64
486,796,80
487,797,-1
488,798,94
489,800,108
490,801,300
491,804,42
492,805,-1
493,806,10
494,807,-1
495,808,154
496,809,280
497,810,108
498,811,-1
499,812,68
500,813,262
501,814,248
502,815,-1
503,816,44
504,817,122
505,818,0
506,819,204
507,820,8
508,821,138
509,822,20
510,823,130
511,824,64
512,825,-1
513,826,40
514,827,-1
515,828,20
516,829,-1
517,830,6
518,831,-1
519,832,0
520,833,-1
521,834,290
522,836,198
523,837,-1
524,838,242
525,840,122
526,841,-1
527,842,140
528,848,34
529,849,262
530,852,40
531,856,292
532,860,52
533,861,-1
534,862,-1
535,863,-1
536,864,228
537,865,-1
538,866,236
539,867,-1
540,868,12
541,869,-1
542,870,8
543,872,138
544,873,-1
545,874,30
546,876,6
547,877,-1
548,878,22
549,880,132
550,881,-1
551,882,38
552,884,90
553,885,-1
554,886,14
555,888,54
556,889,-1
557,890,0
558,892,72
559,893,-1
560,894,110
561,896,-1
562,897,-1
563,898,0
564,900,10
565,902,20
566,904,-1
567,908,166
568,910,106
569,912,0
570,914,4
571,916,54
572,918,70
573,920,126
574,922,20
575,924,40
576,926,76
577,927,-1
578,928,62
579,929,-1
580,930,20
581,932,30
582,933,-1
583,934,204
584,936,94
585,937,-1
586,938,0
587,940,152
588,941,184
589,942,172
590,944,256
591,948,220
592,952,232
593,954,216
594,956,226
595,960,-1
596,962,22
597,963,-1
598,964,0
599,965,316
600,966,8
601,967,-1
602,968,102
603,969,-1
604,972,160
605,976,-1
606,980,-1
607,983,300
608,984,190
609,985,228
610,987,238
611,988,178
612,989,248
613,991,-1
614,992,292
615,994,174
616,996,188
617,998,202
618,1000,224
619,1002,128
620,1004,100
621,1006,4
622,1008,26
623,1010,8
624,1012,118
625,1013,-1
626,1014,50
627,1015,-1
628,1016,0
629,1017,-1
630,1018,4
631,1019,-1
632,1020,18
633,1021,-1
634,1022,94
635,1023,-1
636,1024,32
637,1025,-1
638,1026,72
639,1027,-1
640,1028,8
641,1029,-1
642,1030,12
643,1031,-1
644,1036,-1
645,1037,218
646,1038,274
647,1039,222
648,1040,258
649,1042,292
650,1043,-1
651,1044,244
652,1046,180
653,1047,-1
654,1052,302
655,1054,132
656,1056,116
657,1058,64
658,1068,180
659,1070,50
660,1072,10
661,1074,30
662,1076,0
663,1078,312
664,1080,-1
665,1082,-1
666,1083,-1
667,1084,-1
668,1086,154
669,1098,206
670,1099,284
671,1100,190
672,1102,118
673,1104,130
674,1105,210
675,1106,112
676,1107,272
677,1108,148
678,1110,14
679,1111,-1
680,1112,6
681,1113,236
682,1114,0
683,1116,-1
684,1118,150
685,1119,-1
686,1120,298
687,1122,220
688,1124,82
689,1126,86
690,1128,266
691,1130,94
692,1132,158
693,1134,108
694,1136,178
695,1140,-1
696,1142,136
697,1147,148
698,1148,194
699,1149,6
700,1150,174
701,1151,246
702,1152,136
703,1153,178
704,1154,186
705,1155,268
706,1158,116
707,1159,-1
708,1160,98
709,1161,-1
710,1162,88
711,1165,-1
712,1167,-1
713,1169,-1
714,1170,212
715,1171,288
716,1173,308
717,1175,-1
718,1177,-1
719,1178,252
720,1179,174
721,1181,298
722,1182,-1
723,1183,126
724,1184,258
725,1185,110
726,1186,288
727,1187,146
728,1188,58
729,1190,50
730,1191,-1
731,1192,44
732,1193,-1
733,1194,40
734,1196,96
735,1198,4
736,1200,0
737,1202,12
738,1204,50
739,1206,138
740,1208,116
741,1210,276
742,1211,-1
743,1212,78
744,1213,306
745,1214,38
746,1215,-1
747,1216,58
748,1217,-1
749,1218,160
750,1220,148
751,1222,140
752,1223,-1
753,1226,156
754,1228,162
755,1230,174
756,1231,288
757,1232,-1
758,1233,-1
759,1236,-1
760,1240,282
761,1242,182
762,1246,228
763,1247,-1
764,1250,232
765,1257,-1
766,1258,106
767,1260,72
768,1263,150
769,1264,124
770,1265,-1
771,1266,14
772,1267,-1
773,1268,24
774,1269,-1
775,1270,56
776,1271,-1
777,1272,76
778,1273,170
779,1274,40
780,1275,-1
781,1276,100
782,1277,-1
783,1279,-1
784,1282,-1
785,1283,258
786,1284,48
787,1285,52
788,1286,60
789,1287,34
790,1288,42
791,1289,40
792,1290,128
793,1291,-1
794,1292,188
795,1294,176
796,1295,188
797,1296,170
798,1298,0
799,1299,252
800,1300,6
801,1302,34
802,1304,52
803,1306,18
804,1307,192
805,1308,70
806,1310,90
807,1316,272
808,1318,304
809,1320,182
810,1321,-1
811,1324,-1
812,1326,-1
813,1332,210
814,1334,-1
815,1338,178
816,1340,94
817,1342,-1
818,1343,-1
819,1344,178
820,1346,12
821,1348,30
822,1350,146
823,1352,88
824,1354,4
825,1355,120
826,1356,0
827,1357,130
828,1358,14
829,1359,150
830,1361,-1
831,1362,56
832,1363,240
833,1364,160
834,1365,-1
835,1366,112
836,1367,-1
837,1368,0
838,1369,94
839,1370,0
840,1371,28
841,1372,0
842,1374,0
843,1375,24
844,1377,152
845,1378,-1
846,1379,-1
847,1380,44
848,1382,24
849,1384,126
850,1385,312
851,1386,122
852,1387,-1
853,1388,136
854,1389,302
855,1390,146
856,1391,306
857,1392,64
858,1394,78
859,1395,-1
860,1396,56
861,1398,246
862,1402,188
863,1404,72
864,1406,154
865,1409,-1
866,1415,-1
867,1417,-1
868,1418,-1
869,1425,-1
870,1433,216
