path_id,min_slice
6,0
8,4
18,8
140,12
142,16
160,0
170,0
184,4
196,0
315,0
319,4
323,8
329,12
386,4
393,0
173,4
431,8
57,20
73,16
83,20
112,0
163,12
201,14
417,24
1,4
3,24
14,24
16,30
80,36
86,4
136,42
144,48
152,54
168,24
174,16
181,30
194,18
312,0
321,28
325,34
327,40
340,4
392,8
403,28
404,34
437,18
25,60
43,66
49,72
90,12
98,22
131,36
139,42
161,48
172,48
175,24
203,36
300,78
306,88
328,42
334,52
336,78
387,54
12,98
22,106
30,60
42,68
52,76
58,84
60,92
64,78
72,86
84,94
130,114
148,122
333,46
348,42
397,38
433,50
439,100
0,130
7,32
11,44
51,60
88,28
221,58
316,66
324,62
332,74
342,62
37,142
38,130
48,140
67,86
71,106
92,40
124,50
132,150
150,160
159,114
335,94
385,122
399,46
416,130
5,66
314,104
330,114
28,170
34,182
40,194
56,206
146,218
166,92
202,108
320,130
322,146
326,138
391,74
23,230
116,58
122,68
126,78
133,150
165,160
9,114
62,170
68,184
76,198
82,230
158,244
178,170
244,4
317,154
384,66
394,86
419,100
2,258
31,278
33,290
50,302
137,206
177,120
179,150
183,218
185,230
206,242
209,254
415,132
20,-1
138,-1
389,132
4,-1
388,80
390,162
29,-1
47,-1
63,168
69,182
75,198
79,212
96,88
105,102
120,116
128,130
135,184
145,240
147,254
188,266
205,280
441,-1
24,294
46,268
66,-1
78,-1
302,-1
308,-1
313,244
318,226
331,262
338,-1
395,184
435,280
15,-1
27,-1
35,-1
54,-1
65,280
70,-1
108,144
155,-1
156,-1
157,-1
162,-1
258,286
26,-1
44,-1
74,-1
134,-1
154,-1
164,-1
176,-1
343,298
53,-1
77,296
85,-1
100,160
114,178
118,196
141,-1
149,-1
32,-1
36,-1
182,-1
186,-1
81,-1
143,-1
233,-1
45,-1
102,214
106,236
216,-1
39,-1
55,-1
61,-1
94,258
110,-1
190,-1
256,-1
305,-1
425,-1
59,-1
151,-1
153,-1
401,-1
407,-1
429,-1
411,-1
427,-1
413,-1
