path_id,min_slice
417,0
112,0
83,0
8,0
140,4
73,0
393,0
404,0
142,8
160,0
163,0
6,12
386,4
57,4
170,8
329,4
184,0
196,8
201,4
221,4
18,0
323,4
315,8
319,12
321,16
98,4
131,12
80,0
136,16
25,18
139,24
387,8
325,14
403,0
16,4
144,22
152,28
161,30
168,36
431,4
173,0
51,20
49,42
181,10
14,10
43,48
203,8
194,12
327,26
37,54
416,6
71,22
72,32
3,4
439,6
1,12
148,34
433,0
42,14
22,16
67,30
124,10
12,24
348,0
159,62
86,0
437,16
130,42
84,14
397,6
30,0
64,40
340,70
60,22
392,18
58,8
174,16
385,48
52,30
333,56
312,64
133,78
233,8
132,50
335,72
300,32
172,24
328,22
334,32
165,88
23,98
399,14
175,38
48,48
126,18
90,8
92,0
150,60
306,42
122,28
116,38
38,34
336,108
415,26
28,58
146,70
0,82
342,24
31,118
7,20
56,44
137,130
391,14
166,142
11,32
33,154
50,166
177,26
209,24
179,38
206,8
88,18
183,50
185,62
316,82
34,70
40,82
332,42
202,38
324,54
105,48
5,44
394,20
62,94
63,38
384,50
158,94
441,178
47,192
178,36
317,52
120,62
96,76
188,74
244,90
128,104
314,108
82,66
419,88
68,122
79,136
29,206
147,220
135,234
69,66
76,80
145,248
75,150
425,164
330,94
205,34
320,178
326,108
138,108
258,56
216,18
27,262
35,278
65,80
322,194
413,210
155,294
20,52
108,118
389,102
407,34
9,58
401,226
395,36
331,244
435,118
114,134
100,152
118,170
313,96
46,72
85,262
24,94
411,52
78,124
77,280
66,298
162,76
2,124
54,90
156,144
74,142
164,96
4,164
134,186
106,188
44,112
390,64
26,110
388,86
343,136
102,210
176,50
154,208
308,68
94,232
302,92
110,256
36,132
190,8
182,72
256,134
186,96
32,158
15,-1
15,-1
15,-1
429,-1
429,-1
429,-1
429,-1
39,-1
39,-1
39,-1
427,-1
427,-1
427,-1
427,-1
427,-1
427,-1
45,-1
45,-1
45,-1
53,-1
53,-1
53,-1
55,-1
55,-1
55,-1
59,-1
59,-1
59,-1
59,-1
61,-1
61,-1
61,-1
70,-1
70,-1
81,-1
81,-1
81,-1
318,-1
141,-1
141,-1
141,-1
143,-1
143,-1
143,-1
149,-1
149,-1
149,-1
151,-1
151,-1
151,-1
151,-1
153,-1
153,-1
153,-1
153,-1
157,-1
157,-1
157,-1
338,-1
305,-1
305,-1
305,-1
305,-1
