path_id,min_slice
15,0
491,0
142,0
96,0
8,0
507,0
23,4
99,4
63,4
298,4
102,0
61,8
179,8
42,0
414,8
385,4
33,8
12,0
435,0
405,0
16,0
53,12
84,18
90,8
82,24
78,30
109,4
108,12
416,12
7,36
368,18
433,24
442,4
101,18
49,42
39,12
25,14
74,48
380,30
481,54
106,0
374,36
254,44
29,18
366,52
149,24
46,4
22,12
280,4
277,60
19,20
291,68
9,62
113,10
493,70
114,32
469,10
76,78
38,20
407,86
342,12
127,26
35,36
41,18
103,40
104,8
446,18
115,28
389,4
45,46
112,50
242,56
438,28
10,4
244,66
28,28
495,76
391,14
111,38
409,96
89,60
86,106
292,22
378,86
110,72
13,84
11,96
59,118
489,130
30,38
62,28
387,24
304,98
1,142
68,48
119,62
2,4
251,0
107,108
286,34
425,122
72,154
419,48
128,136
260,110
258,124
272,14
51,168
93,150
290,62
91,164
296,138
288,76
57,182
121,18
80,198
47,76
97,180
0,18
393,50
3,214
5,230
465,38
440,54
17,40
281,154
376,92
348,108
501,170
503,186
403,124
246,92
24,66
274,28
278,202
264,220
27,56
69,246
125,108
266,238
382,256
36,82
14,14
67,264
4,34
302,274
499,292
262,310
448,70
120,196
6,52
117,76
401,140
395,100
412,328
124,216
372,348
37,126
40,36
55,282
65,302
71,322
256,368
118,236
64,74
88,96
397,120
70,96
66,118
94,140
95,258
116,280
18,142
487,342
44,164
43,118
26,186
100,146
105,302
34,208
31,168
240,190
485,364
32,230
249,44
427,254
132,324
21,162
20,278
294,160
123,34
122,348
98,212
92,186
276,184
471,-1
471,-1
471,-1
471,-1
471,-1
483,-1
483,-1
483,-1
483,-1
483,-1
483,-1
483,-1
300,-1
300,-1
300,-1
300,-1
370,-1
370,-1
