path_id,min_slice
194,0
199,4
206,22
218,32
222,44
230,56
10,0
12,24
161,0
166,6
172,10
177,32
184,42
193,62
205,72
217,84
235,104
109,0
119,12
128,22
137,28
145,40
153,46
160,52
170,72
182,80
191,90
203,100
215,114
226,120
241,124
313,0
323,12
331,20
341,32
0,0
1,18
2,32
3,44
4,60
5,66
6,82
7,98
210,46
236,54
104,116
113,130
123,134
132,152
140,166
262,176
148,180
294,204
227,212
244,222
254,242
275,260
312,130
270,136
165,152
176,156
298,166
306,182
186,200
197,208
208,212
220,236
234,256
246,262
255,272
263,276
279,280
287,302
45,0
49,18
51,34
55,44
57,50
61,68
63,76
66,98
68,106
72,118
77,0
79,8
81,12
84,18
87,30
90,54
93,74
96,82
106,0
114,4
116,16
124,36
8,0
64,14
9,22
11,40
13,56
14,78
15,96
16,112
17,136
18,142
19,146
20,154
21,174
22,186
23,206
24,214
25,234
26,244
27,250
28,268
29,280
30,286
31,-1
32,304
33,310
34,316
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
42,-1
44,-1
47,-1
50,-1
53,-1
56,-1
59,-1
62,-1
67,-1
70,-1
73,-1
75,-1
85,0
88,4
91,22
94,38
97,44
99,54
102,66
105,86
111,106
115,126
121,134
125,138
130,156
134,174
138,186
142,198
146,222
150,236
154,248
157,258
162,270
167,276
173,298
178,308
387,50
397,74
419,92
437,100
69,0
74,20
78,104
82,120
108,134
118,148
449,158
127,180
136,194
258,218
144,238
152,262
159,282
292,302
290,-1
169,310
181,-1
190,-1
304,-1
202,-1
214,-1
225,-1
364,-1
240,-1
249,-1
374,-1
267,-1
273,-1
325,-1
133,98
141,110
149,116
274,140
284,160
156,180
164,186
175,210
187,234
198,250
209,256
221,260
229,284
245,298
305,-1
463,140
403,154
411,168
431,188
451,198
473,202
501,210
332,228
326,246
338,252
280,260
366,274
297,280
307,296
319,306
337,-1
344,-1
345,-1
350,-1
278,-1
238,-1
253,-1
393,0
401,18
427,24
447,46
441,50
385,62
376,70
342,80
349,102
371,114
434,120
314,0
256,10
264,32
288,46
308,62
188,80
200,86
320,102
211,108
233,-1
250,-1
409,310
83,-1
89,-1
95,-1
100,316
107,-1
117,-1
126,-1
135,-1
143,-1
266,-1
151,-1
158,-1
272,-1
168,-1
300,-1
180,-1
316,-1
189,-1
201,-1
334,-1
43,124
48,130
54,152
60,166
65,184
71,196
76,212
80,224
86,246
92,268
98,276
103,288
112,294
122,312
260,-1
131,-1
318,-1
139,-1
147,-1
155,-1
163,-1
174,-1
302,-1
296,-1
185,-1
324,-1
195,-1
207,-1
330,-1
219,-1
368,-1
383,-1
101,-1
110,-1
120,-1
129,-1
261,-1
293,-1
469,-1
475,-1
179,-1
196,-1
212,-1
232,-1
354,-1
372,-1
405,-1
433,-1
445,-1
455,-1
348,-1
358,-1
370,-1
380,-1
499,-1
443,-1
415,-1
391,-1
465,-1
413,-1
425,-1
483,-1
493,-1
503,-1
481,-1
489,-1
467,-1
