path_id,min_slice
128,0
264,0
152,24
278,22
176,30
200,52
236,32
250,48
8,0
22,8
36,28
52,42
456,58
496,82
522,100
536,108
558,132
568,152
574,176
584,196
6,0
20,16
34,30
50,44
410,0
424,24
448,42
464,54
156,0
180,8
204,24
224,36
376,0
352,4
388,8
412,26
426,48
450,60
466,84
490,98
498,54
524,60
538,64
546,82
548,106
560,124
556,146
66,0
84,22
102,38
120,44
70,0
88,12
106,30
124,54
64,0
4,6
18,12
32,26
48,40
80,48
98,68
116,88
134,0
256,6
270,30
284,48
160,58
290,82
302,102
296,124
184,148
310,158
324,162
208,184
330,200
228,218
242,242
374,262
344,270
350,278
408,298
42,0
58,8
74,26
92,38
110,54
132,60
158,70
182,82
206,86
226,106
240,112
254,124
378,0
354,10
390,26
414,30
452,44
382,104
416,120
454,128
494,142
68,0
86,10
104,18
122,22
144,40
168,46
192,54
216,58
780,210
784,216
790,234
794,246
148,0
172,16
196,32
220,50
260,0
140,4
146,0
276,18
274,28
166,40
170,32
190,54
194,52
214,60
218,76
232,80
234,84
246,98
248,106
262,118
2,0
16,10
30,22
46,30
60,36
76,48
94,70
112,76
258,0
138,4
266,0
272,10
292,10
164,16
298,24
188,40
304,44
320,72
340,76
212,46
286,64
230,60
280,68
238,78
244,84
370,94
252,88
404,106
0,0
12,0
14,16
26,16
28,40
40,32
44,56
56,48
72,72
90,90
108,114
130,120
312,0
136,0
268,10
154,142
162,20
300,16
294,24
288,48
178,148
306,54
186,30
316,46
202,156
326,68
210,62
222,176
336,72
282,88
362,86
82,0
100,18
118,24
142,44
332,0
356,20
380,34
346,48
776,154
778,168
594,0
610,10
622,28
499,110
549,122
557,128
308,0
322,24
328,30
348,44
342,50
372,54
384,64
406,76
5,54
19,58
33,72
49,88
65,106
81,120
99,140
117,154
720,134
734,146
604,104
43,144
59,166
69,178
75,194
87,206
93,212
105,228
111,242
123,140
133,254
145,278
159,294
169,-1
183,-1
193,-1
207,-1
217,-1
227,66
241,310
360,104
255,-1
394,110
430,126
470,148
405,152
728,182
692,194
700,216
652,220
592,224
596,230
676,238
680,252
321,194
708,256
341,168
716,276
664,280
371,242
740,298
438,-1
478,-1
512,-1
532,-1
544,-1
554,-1
564,-1
572,-1
582,-1
732,108
129,-1
153,-1
177,-1
201,178
748,116
63,-1
79,304
97,-1
115,-1
137,-1
163,-1
187,-1
211,-1
752,-1
437,90
477,104
511,124
696,-1
644,-1
712,-1
668,-1
598,-1
463,138
387,148
409,170
447,174
489,194
314,-1
135,212
161,216
185,234
209,244
334,-1
229,256
358,-1
257,280
271,286
285,-1
291,-1
297,-1
303,-1
672,172
392,-1
606,178
630,182
407,66
385,78
157,-1
181,-1
205,170
225,-1
237,206
251,-1
265,-1
279,278
309,138
323,160
329,82
343,182
349,194
373,216
366,-1
400,-1
71,-1
89,-1
107,-1
125,-1
364,-1
600,70
660,92
13,182
27,206
439,170
41,224
57,244
73,248
479,272
91,296
777,-1
545,-1
223,-1
533,-1
609,-1
617,-1
565,-1
724,158
573,-1
513,-1
593,-1
597,-1
681,-1
663,-1
613,-1
495,-1
383,-1
417,-1
485,-1
503,-1
519,-1
527,-1
427,-1
389,-1
491,-1
353,-1
377,-1
467,-1
411,-1
465,-1
399,300
433,308
473,-1
3,-1
17,-1
31,-1
47,-1
61,-1
67,94
77,-1
85,110
95,-1
103,114
113,-1
121,124
599,264
645,274
713,280
455,-1
119,-1
143,-1
802,-1
413,-1
451,-1
393,-1
359,-1
425,-1
395,226
431,248
139,294
141,-1
165,-1
167,-1
171,-1
189,-1
195,306
213,258
215,-1
219,-1
231,-1
233,-1
235,-1
247,-1
253,-1
259,-1
263,-1
269,-1
273,-1
277,-1
283,-1
287,-1
293,-1
295,-1
301,-1
305,-1
1,-1
15,-1
45,-1
149,-1
173,-1
197,-1
221,-1
249,-1
261,-1
267,-1
281,-1
289,-1
