,path_id,min_slice
0,0,90
1,1,28
2,2,16
3,3,42
4,4,0
5,5,58
6,6,74
7,7,6
8,8,172
9,9,234
10,10,22
11,11,186
12,12,0
13,13,-1
14,14,252
15,15,202
16,16,-1
17,17,24
18,18,0
19,19,54
20,20,-1
21,21,124
22,22,-1
23,23,62
24,24,-1
25,25,94
26,26,30
27,27,270
28,28,136
29,29,36
30,30,288
31,31,-1
32,32,42
33,33,48
34,34,4
35,35,104
36,36,8
37,37,-1
38,38,12
39,39,148
40,40,114
41,41,34
42,42,-1
43,43,132
44,44,16
45,45,60
46,46,20
47,47,20
48,48,-1
49,49,44
50,50,160
51,51,22
52,52,0
53,53,-1
54,54,262
55,55,0
56,56,-1
57,57,78
58,58,10
59,59,70
60,60,-1
61,61,6
62,62,78
63,63,96
64,64,86
65,65,202
66,66,14
67,67,218
68,68,32
69,70,-1
70,71,276
71,72,118
72,73,-1
73,75,-1
74,76,214
75,77,10
76,79,0
77,80,-1
78,81,4
79,83,-1
80,84,26
81,85,0
82,86,-1
83,87,74
84,88,156
85,89,-1
86,90,54
87,91,140
88,92,162
89,93,18
90,94,8
91,95,-1
92,96,38
93,97,36
94,98,226
95,99,66
96,100,316
97,101,308
98,102,210
99,103,138
100,104,78
101,105,230
102,106,0
103,107,-1
104,109,-1
105,110,-1
106,111,250
107,112,-1
108,113,64
109,114,4
110,115,20
111,116,30
112,117,-1
113,119,-1
114,120,-1
115,121,4
116,122,170
117,123,106
118,124,16
119,125,174
120,126,-1
121,128,150
122,129,-1
123,130,192
124,131,238
125,132,92
126,133,120
127,134,78
128,135,-1
129,137,-1
130,138,90
131,139,292
132,140,68
133,141,102
134,142,292
135,143,-1
136,145,156
137,146,126
138,147,-1
139,148,124
140,149,238
141,150,102
142,151,-1
143,153,162
144,154,46
145,155,144
146,156,108
147,157,114
148,158,-1
149,160,-1
150,161,4
151,162,14
152,163,-1
153,164,262
154,165,42
155,166,0
156,167,270
157,168,-1
158,170,272
159,171,-1
160,172,188
161,173,56
162,174,-1
163,175,286
164,176,86
165,177,10
166,178,28
167,180,-1
168,182,-1
169,183,-1
170,184,148
171,185,178
172,186,70
173,187,146
174,188,4
175,189,-1
176,191,-1
177,192,-1
178,193,20
179,194,0
180,195,-1
181,197,46
182,198,114
183,199,42
184,200,40
185,201,-1
186,203,-1
187,204,-1
188,205,30
189,206,8
190,207,124
191,208,230
192,209,98
193,210,46
194,211,0
195,215,254
196,216,-1
197,217,168
198,218,18
199,219,250
200,220,188
201,221,-1
202,222,30
203,226,138
204,227,222
205,228,-1
206,229,132
207,230,4
208,234,58
209,235,42
210,236,54
211,241,260
212,242,280
213,244,268
214,245,162
215,246,96
216,251,-1
217,254,232
218,255,50
219,256,90
220,259,-1
221,260,186
222,261,310
223,262,210
224,263,54
225,264,26
226,266,-1
227,268,-1
228,270,106
229,272,-1
230,274,198
231,275,250
232,276,-1
233,279,208
234,280,224
235,284,218
236,285,142
237,287,78
238,288,56
239,293,-1
240,294,214
241,296,150
242,297,266
243,298,122
244,300,-1
245,302,128
246,305,180
247,306,170
248,307,180
249,308,72
250,310,146
251,312,64
252,313,18
253,314,16
254,316,-1
255,317,308
256,318,194
257,319,200
258,320,10
259,322,-1
260,323,0
261,324,156
262,326,144
263,330,-1
264,331,30
265,332,282
266,334,-1
267,335,266
268,337,212
269,338,156
270,340,-1
271,341,8
272,342,80
273,344,-1
274,345,-1
275,348,-1
276,349,38
277,350,164
278,356,90
279,358,-1
280,360,-1
281,366,150
282,367,288
283,368,-1
284,370,-1
285,371,8
286,373,316
287,376,28
288,378,104
289,380,-1
290,381,54
291,382,-1
292,383,-1
293,385,20
294,389,-1
295,391,312
296,393,62
297,394,78
298,395,-1
299,401,14
300,403,238
301,405,-1
302,406,118
303,407,60
304,409,288
305,411,-1
306,412,-1
307,415,-1
308,418,66
309,427,102
310,429,-1
311,431,190
312,433,-1
313,434,0
314,435,72
315,439,-1
316,441,50
317,443,148
318,445,-1
319,447,4
320,451,140
321,453,-1
322,455,-1
323,457,-1
324,459,-1
325,461,-1
326,463,252
327,464,-1
328,465,-1
329,469,-1
330,471,-1
331,473,172
332,475,-1
333,481,-1
334,483,-1
335,485,-1
336,487,-1
337,489,-1
338,491,-1
339,493,-1
340,499,-1
341,501,300
342,503,-1
