,path_id,min_slice
0,0,8
1,2,44
2,3,-1
3,4,22
4,5,-1
5,6,108
6,8,236
7,10,116
8,11,-1
9,12,104
10,13,-1
11,14,158
12,16,200
13,18,132
14,19,-1
15,20,208
16,21,-1
17,22,0
18,23,-1
19,24,184
20,26,178
21,27,-1
22,28,256
23,30,64
24,32,38
25,33,-1
26,34,12
27,35,300
28,36,94
29,38,124
30,39,-1
31,40,152
32,42,28
33,43,-1
34,44,0
35,45,-1
36,46,180
37,47,-1
38,48,120
39,50,0
40,51,316
41,52,48
42,54,250
43,55,-1
44,56,148
45,57,-1
46,58,98
47,59,306
48,60,8
49,62,4
50,63,-1
51,64,168
52,66,0
53,67,-1
54,68,48
55,69,-1
56,70,200
57,71,-1
58,72,54
59,74,266
60,75,-1
61,76,-1
62,78,4
63,79,-1
64,80,168
65,82,54
66,84,14
67,86,200
68,88,16
69,90,10
70,91,-1
71,94,64
72,96,-1
73,98,94
74,100,218
75,102,168
76,104,68
77,106,220
78,108,136
79,110,290
80,112,276
81,114,76
82,116,80
83,118,114
84,120,152
85,122,16
86,124,24
87,126,36
88,128,252
89,130,18
90,132,22
91,133,-1
92,134,8
93,136,58
94,137,-1
95,138,188
96,140,118
97,142,74
98,144,64
99,146,36
100,148,32
101,150,16
102,152,132
103,154,-1
104,156,168
105,158,222
106,160,0
107,162,274
108,164,276
109,166,130
110,168,204
111,169,-1
112,170,46
113,172,68
114,174,228
115,176,230
116,178,4
117,180,106
118,181,-1
119,182,28
120,184,98
121,185,-1
122,186,88
123,188,4
124,190,30
125,192,224
126,193,-1
127,194,244
128,196,-1
129,198,22
130,202,38
131,204,244
132,206,58
133,208,110
134,210,150
135,212,8
136,214,24
137,216,74
138,218,70
139,220,-1
140,228,0
141,230,82
142,232,296
143,240,-1
144,242,12
145,244,4
146,252,30
147,254,-1
148,256,78
149,258,54
150,260,12
151,262,162
152,264,4
153,266,22
154,268,40
155,270,102
156,272,188
157,274,260
158,276,-1
159,278,140
160,280,-1
161,284,30
162,288,266
163,290,-1
164,292,208
165,294,92
166,296,240
167,298,288
168,300,-1
169,302,-1
170,304,282
171,306,84
172,308,-1
173,312,86
174,314,38
175,316,184
176,318,58
177,322,46
178,324,124
179,328,8
180,330,-1
181,332,88
182,338,-1
183,342,46
184,356,138
185,378,146
186,382,16
187,389,-1
188,403,-1
189,405,-1
190,409,-1
191,411,172
192,413,-1
193,419,258
194,425,-1
195,427,100
196,429,-1
197,431,-1
198,433,-1
199,435,110
200,437,-1
201,439,-1
202,441,-1
203,443,120
204,445,-1
205,451,140
206,457,-1
207,459,154
208,461,-1
209,463,192
210,465,90
211,469,214
212,471,130
213,479,236
214,481,94
215,485,-1
216,486,0
217,488,66
218,494,14
219,498,44
220,506,4
221,508,8
222,518,26
