path_id,min_slice
150,0
142,4
195,0
10,4
14,8
46,12
72,0
140,10
431,0
437,4
439,8
91,12
135,4
159,16
160,0
164,8
226,12
266,4
308,8
311,0
312,12
391,16
449,20
451,24
487,0
191,20
13,16
59,26
102,0
128,30
253,12
469,28
36,34
56,20
70,34
116,38
132,18
134,30
148,42
152,54
419,32
564,20
39,16
208,66
908,4
136,74
139,40
144,88
157,46
167,16
258,22
296,28
432,4
495,20
825,8
805,102
34,38
55,52
61,58
74,34
101,46
112,30
118,64
165,74
249,16
255,22
407,38
415,46
425,54
433,62
441,70
455,44
463,80
558,28
625,4
681,28
736,8
126,86
141,80
153,88
163,52
166,64
173,42
233,44
262,52
273,52
427,86
6,94
52,70
54,96
58,106
138,106
146,126
185,104
194,146
198,158
245,70
562,36
570,60
732,44
3,116
5,124
9,132
24,60
27,116
42,68
67,124
114,116
481,94
485,14
672,34
89,102
120,140
145,170
158,150
170,132
192,180
202,194
239,106
277,124
536,80
538,160
600,94
2,142
16,154
18,166
23,178
60,180
187,208
336,186
443,116
489,86
560,104
629,216
79,60
87,132
105,224
108,106
110,216
117,192
119,226
127,234
632,170
644,52
685,94
760,76
781,26
0,194
35,208
44,76
48,90
49,236
90,150
133,250
161,262
171,68
179,80
181,116
183,128
271,134
290,102
302,142
314,154
399,142
712,116
188,274
196,292
204,-1
206,-1
541,130
740,116
4,274
25,192
30,234
43,250
50,140
51,290
62,246
69,-1
78,194
86,68
103,262
106,222
122,274
214,286
409,154
429,170
483,194
493,224
503,42
505,236
568,140
756,160
773,-1
85,262
93,276
123,-1
155,-1
169,178
172,236
264,210
272,224
283,164
457,290
857,60
40,262
200,-1
402,-1
8,-1
12,-1
76,238
241,246
320,250
385,172
413,-1
545,156
553,174
708,272
769,-1
190,-1
777,224
15,298
21,274
32,216
64,-1
100,306
113,-1
121,-1
137,-1
147,-1
176,290
260,286
274,256
278,288
284,302
298,-1
307,304
315,-1
319,-1
401,304
475,-1
477,-1
640,-1
809,206
849,192
33,-1
41,104
45,-1
66,-1
404,-1
557,272
566,184
728,246
873,-1
131,-1
154,-1
182,-1
387,-1
397,-1
447,-1
534,-1
549,-1
704,-1
826,204
19,-1
28,-1
104,-1
124,-1
130,-1
473,-1
944,-1
29,-1
31,-1
68,-1
92,-1
318,-1
435,-1
692,290
143,-1
168,-1
174,-1
175,-1
178,-1
237,-1
268,-1
276,-1
288,-1
292,-1
445,-1
696,-1
813,-1
852,-1
11,-1
20,-1
47,-1
65,-1
71,-1
73,-1
75,-1
77,-1
83,-1
88,-1
111,-1
184,-1
186,-1
360,126
411,-1
467,-1
556,-1
151,-1
156,-1
180,-1
270,-1
275,-1
281,-1
317,-1
912,-1
1,-1
7,-1
115,-1
403,-1
405,-1
471,-1
604,-1
924,-1
81,-1
84,-1
125,-1
149,-1
162,-1
177,-1
256,-1
294,-1
300,-1
848,-1
916,-1
26,-1
63,-1
461,-1
479,-1
764,246
801,-1
340,-1
373,-1
17,-1
22,-1
38,246
370,302
465,-1
676,-1
393,-1
748,-1
37,-1
856,-1
716,-1
861,-1
372,-1
797,-1
109,-1
358,-1
865,-1
860,-1
948,-1
920,-1
