,path_id,min_slice
0,0,8
1,2,0
2,3,-1
3,4,0
4,5,-1
5,6,0
6,8,0
7,9,-1
8,12,28
9,13,-1
10,14,20
11,15,-1
12,16,0
13,17,-1
14,18,0
15,20,64
16,21,138
17,22,0
18,23,178
19,24,8
20,25,-1
21,26,0
22,27,-1
23,28,48
24,29,-1
25,30,0
26,31,-1
27,32,0
28,33,-1
29,34,0
30,35,36
31,36,4
32,37,10
33,38,120
34,39,0
35,40,214
36,41,52
37,42,22
38,43,-1
39,44,14
40,45,-1
41,46,0
42,47,-1
43,48,4
44,49,-1
45,50,6
46,51,-1
47,52,18
48,53,40
49,54,0
50,55,0
51,56,28
52,57,84
53,58,192
54,59,102
55,60,0
56,61,-1
57,62,10
58,63,-1
59,64,78
60,65,46
61,66,38
62,67,136
63,68,172
64,69,18
65,70,32
66,71,-1
67,72,68
68,73,-1
69,74,100
70,75,66
71,76,154
72,77,68
73,78,78
74,79,6
75,80,14
76,81,-1
77,82,28
78,83,58
79,84,28
80,85,92
81,86,40
82,87,200
83,88,60
84,89,-1
85,90,124
86,91,126
87,92,8
88,93,12
89,94,18
90,95,224
91,96,4
92,97,-1
93,98,48
94,99,94
95,100,120
96,101,106
97,102,52
98,103,158
99,104,80
100,105,-1
101,106,4
102,107,52
103,108,60
104,109,-1
105,110,8
106,111,-1
107,112,38
108,113,110
109,114,6
110,115,246
111,116,18
112,117,-1
113,118,24
114,121,-1
115,122,10
116,123,218
117,124,16
118,125,258
119,126,0
120,127,-1
121,128,8
122,129,-1
123,131,-1
124,132,30
125,133,0
126,134,78
127,135,22
128,136,62
129,137,80
130,138,32
131,139,-1
132,140,158
133,141,-1
134,142,42
135,143,-1
136,144,44
137,145,34
138,146,0
139,147,68
140,148,54
141,149,250
142,150,74
143,151,-1
144,154,60
145,155,50
146,156,8
147,157,12
148,158,0
149,159,-1
150,160,104
151,161,-1
152,163,-1
153,164,18
154,165,4
155,166,0
156,168,0
157,169,-1
158,170,4
159,171,238
160,172,10
161,174,0
162,175,-1
163,176,228
164,177,-1
165,178,88
166,179,-1
167,182,16
168,184,22
169,186,56
170,187,-1
171,188,36
172,189,-1
173,192,24
174,194,0
175,196,98
176,197,-1
177,198,182
178,199,-1
179,202,0
180,203,-1
181,204,10
182,205,10
183,206,10
184,208,0
185,209,-1
186,210,0
187,211,-1
188,214,30
189,215,4
190,216,52
191,217,24
192,218,32
193,220,116
194,221,-1
195,222,48
196,223,-1
197,226,0
198,227,0
199,228,0
200,230,134
201,231,300
202,232,4
203,233,-1
204,236,14
205,237,-1
206,238,4
207,239,-1
208,240,122
209,244,0
210,245,-1
211,246,0
212,247,-1
213,248,70
214,250,16
215,254,0
216,255,-1
217,256,250
218,258,140
219,260,4
220,261,-1
221,262,12
222,264,32
223,266,18
224,267,-1
225,268,20
226,270,8
227,274,42
228,275,-1
229,276,32
230,278,0
231,282,84
232,284,20
233,288,188
234,289,262
235,290,152
236,292,208
237,294,170
238,296,44
239,298,0
240,299,200
241,300,124
242,301,132
243,302,154
244,304,16
245,306,0
246,308,46
247,309,-1
248,310,48
249,312,76
250,313,256
251,314,220
252,315,84
253,316,90
254,318,42
255,319,-1
256,320,126
257,323,-1
258,324,44
259,325,-1
260,326,20
261,327,296
262,328,166
263,330,0
264,332,6
265,333,-1
266,334,74
267,335,96
268,336,192
269,342,58
270,344,30
271,345,302
272,346,0
273,347,-1
274,348,20
275,352,36
276,354,44
277,355,44
278,356,214
279,362,0
280,364,18
281,365,266
282,370,0
283,371,108
284,372,64
285,378,80
286,380,8
287,381,248
288,382,0
289,385,268
290,387,-1
291,388,140
292,389,204
293,390,42
294,391,104
295,393,254
296,395,188
297,396,10
298,397,276
299,398,94
300,399,276
301,401,-1
302,402,14
303,403,-1
304,404,34
305,407,-1
306,409,-1
307,410,16
308,411,260
309,412,84
310,413,76
311,415,134
312,418,4
313,419,288
314,420,22
315,422,0
316,425,-1
317,426,62
318,427,-1
319,428,72
320,430,300
321,431,242
322,433,-1
323,435,-1
324,436,-1
325,437,50
326,438,174
327,439,84
328,441,116
329,443,108
330,444,38
331,445,-1
332,446,60
333,447,-1
334,448,6
335,449,-1
336,450,88
337,452,274
338,453,228
339,455,-1
340,457,-1
341,458,-1
342,459,146
343,460,310
344,461,224
345,462,98
346,463,118
347,465,232
348,467,192
349,468,22
350,469,238
351,472,86
352,473,-1
353,474,30
354,477,-1
355,479,-1
356,480,4
357,481,36
358,482,-1
359,483,234
360,484,74
361,485,98
362,487,216
363,489,202
364,492,28
365,493,-1
366,494,154
367,496,284
368,497,252
369,499,-1
370,502,156
371,503,160
372,504,142
373,505,140
374,507,100
375,509,104
376,510,0
377,511,-1
378,512,136
379,520,172
380,521,240
381,522,112
382,526,44
383,528,48
384,530,182
385,534,66
386,536,240
387,537,174
388,538,56
389,541,-1
390,544,58
391,546,156
392,550,70
393,551,-1
394,552,-1
395,553,58
396,554,158
397,557,-1
398,558,40
399,560,166
400,562,106
401,564,148
402,566,54
403,567,282
404,568,104
405,570,74
406,571,-1
407,572,28
408,573,40
409,575,-1
410,576,120
411,580,88
412,582,260
413,584,280
414,585,66
415,586,86
416,588,110
417,589,-1
418,592,-1
419,594,-1
420,596,22
421,597,-1
422,598,98
423,604,-1
424,613,120
425,621,-1
426,622,-1
427,625,188
428,633,222
429,638,8
430,640,22
431,644,226
432,648,-1
433,652,12
434,656,170
435,659,230
436,660,102
437,664,-1
438,668,72
439,672,300
440,674,34
441,676,-1
442,677,154
443,679,-1
444,680,-1
445,684,88
446,685,246
447,688,188
448,690,292
449,692,272
450,696,120
451,700,64
452,704,60
453,708,36
454,711,-1
455,712,114
456,713,236
457,716,66
458,724,-1
459,728,-1
460,732,80
461,744,204
462,748,38
463,749,226
464,769,74
465,772,-1
466,773,96
467,774,-1
468,777,-1
469,785,40
470,789,-1
471,793,-1
472,797,144
473,798,254
474,801,-1
475,805,-1
476,809,-1
477,813,74
478,816,242
479,817,52
480,821,-1
481,822,126
482,825,50
483,829,252
484,834,248
485,837,284
486,841,274
487,842,202
488,844,146
489,845,-1
490,848,-1
491,852,64
492,853,184
493,856,184
494,857,168
495,860,138
496,861,162
497,864,-1
498,865,44
499,868,172
500,869,-1
501,873,198
502,875,-1
503,877,212
504,878,168
505,882,296
506,885,80
507,889,148
508,890,40
509,893,262
510,896,48
511,900,98
512,904,308
513,908,314
514,912,-1
515,916,-1
516,920,-1
517,924,-1
518,927,212
519,928,244
520,929,218
521,932,-1
522,936,-1
523,937,-1
524,940,-1
525,944,296
526,948,-1
527,952,-1
528,956,-1
529,960,-1
530,964,-1
531,966,112
532,968,-1
533,972,-1
534,976,-1
535,980,-1
536,984,90
537,992,-1
538,996,134
539,1000,-1
540,1004,94
541,1008,-1
542,1012,-1
543,1016,-1
544,1020,-1
545,1024,-1
546,1028,190
547,1030,-1
548,1036,158
549,1038,-1
550,1044,172
551,1046,-1
552,1052,306
553,1054,24
554,1060,-1
555,1062,302
556,1076,-1
557,1084,-1
558,1086,-1
559,1092,-1
560,1094,-1
561,1100,-1
562,1102,-1
563,1108,-1
564,1110,-1
565,1113,-1
566,1116,110
567,1118,-1
568,1119,-1
569,1124,-1
570,1132,-1
571,1134,-1
572,1142,188
573,1148,-1
574,1150,-1
575,1153,278
576,1159,282
577,1169,204
578,1177,130
