path_id,min_slice
227,0
103,0
235,0
97,0
92,0
209,4
75,0
207,4
66,4
387,0
203,8
129,0
132,0
312,0
40,4
145,8
319,4
175,0
179,4
11,12
223,16
116,0
340,22
85,12
0,8
392,0
330,6
77,18
185,28
399,12
111,0
16,0
4,8
253,14
299,0
128,6
59,24
21,18
55,24
51,30
134,4
44,20
64,0
41,34
27,40
195,46
142,0
180,0
22,8
181,26
110,6
239,16
104,14
1,30
34,14
364,38
144,22
365,4
76,30
74,6
388,36
8,22
190,8
334,24
26,32
45,0
46,44
47,6
171,8
137,8
374,12
135,16
397,0
24,40
166,16
275,52
20,48
316,34
115,4
165,44
371,0
136,10
251,54
258,30
262,40
261,20
274,50
369,46
38,58
208,38
70,14
71,56
37,52
95,66
405,4
36,68
91,4
178,24
150,0
152,10
86,24
88,48
87,14
90,34
121,14
73,76
93,88
94,60
68,46
320,12
65,26
189,62
56,58
99,100
318,64
133,24
368,30
52,78
6,60
39,74
148,20
29,60
294,8
401,14
225,0
108,72
311,76
23,86
28,90
322,24
170,34
15,100
14,104
173,38
201,14
82,72
79,38
12,90
49,14
72,86
370,42
395,28
332,118
127,26
60,70
61,52
385,84
372,56
176,48
124,86
54,132
50,148
381,72
182,64
48,102
140,6
191,104
120,118
81,68
187,120
89,112
98,100
363,128
315,136
100,134
169,16
30,164
102,150
168,80
25,166
167,32
411,20
31,114
313,152
149,182
33,200
35,144
143,38
174,96
391,42
177,48
57,84
126,218
62,116
123,40
69,102
78,100
83,162
221,0
2,72
183,66
3,88
10,180
321,52
403,26
32,200
155,60
43,236
53,256
58,134
154,32
63,180
256,90
247,132
354,152
314,170
106,110
205,220
109,58
122,276
118,296
407,56
117,78
5,6
113,100
213,172
338,194
219,216
373,200
9,222
107,28
310,190
260,130
13,50
409,78
317,212
18,240
19,238
281,72
141,100
158,94
193,260
378,244
199,282
160,116
164,114
67,268
131,36
80,118
84,142
96,154
101,122
296,122
105,72
17,60
130,20
125,146
7,108
282,166
119,170
186,138
393,80
398,292
389,-1
389,-1
389,-1
389,-1
389,-1
112,-1
112,-1
112,-1
112,-1
112,-1
112,-1
112,-1
114,-1
114,-1
114,-1
114,-1
114,-1
114,-1
114,-1
324,-1
324,-1
324,-1
324,-1
324,-1
233,-1
233,-1
233,-1
233,-1
233,-1
233,-1
233,-1
233,-1
