,path_id,min_slice
0,0,-1
1,2,314
2,4,188
3,6,-1
4,8,-1
5,10,-1
6,12,-1
7,14,-1
8,16,-1
9,18,-1
10,20,-1
11,22,-1
12,24,4
13,25,-1
14,26,0
15,27,-1
16,28,10
17,29,-1
18,30,100
19,31,-1
20,32,64
21,33,-1
22,34,34
23,35,-1
24,36,48
25,37,64
26,38,16
27,39,-1
28,40,82
29,41,-1
30,42,122
31,43,-1
32,44,144
33,45,68
34,46,22
35,47,-1
36,48,-1
37,49,-1
38,50,-1
39,51,24
40,52,-1
41,53,52
42,54,-1
43,55,42
44,56,-1
45,57,28
46,58,-1
47,59,34
48,60,118
49,62,88
50,64,258
51,66,132
52,68,200
53,70,98
54,72,80
55,74,148
56,76,164
57,78,218
58,80,108
59,84,250
60,85,258
61,86,244
62,87,286
63,88,-1
64,89,-1
65,90,-1
66,91,284
67,92,188
68,93,208
69,94,26
70,95,6
71,96,16
72,97,136
73,98,0
74,99,228
75,100,38
76,101,62
77,102,250
78,103,50
79,104,116
80,105,80
81,106,88
82,107,100
83,108,28
84,109,12
85,110,0
86,111,4
87,112,74
88,113,52
89,114,92
90,115,146
91,116,104
92,117,56
93,118,130
94,119,116
95,120,62
96,121,82
97,122,68
98,123,166
99,124,-1
100,125,-1
101,126,-1
102,127,-1
103,128,-1
104,129,-1
105,130,-1
106,131,-1
107,132,-1
108,133,-1
109,134,302
110,135,-1
111,136,-1
112,137,-1
113,138,-1
114,139,-1
115,140,-1
116,141,-1
117,142,272
118,143,276
119,144,282
120,145,-1
121,146,164
122,147,154
123,148,-1
124,149,-1
125,150,-1
126,151,-1
127,154,276
128,155,290
129,156,-1
130,157,298
131,158,-1
132,159,304
133,160,306
134,162,-1
135,163,280
136,164,-1
137,165,76
138,166,312
139,167,-1
140,168,34
141,169,14
142,170,0
143,171,56
144,172,-1
145,173,-1
146,174,-1
147,175,-1
148,176,-1
149,177,-1
150,178,-1
151,179,-1
152,181,-1
153,183,-1
154,184,-1
155,185,-1
156,187,-1
157,189,-1
158,191,-1
159,193,-1
160,203,272
161,228,42
162,229,24
163,230,0
164,231,74
165,232,94
166,233,4
167,234,8
168,235,58
169,236,12
170,237,16
171,238,30
172,239,20
173,240,-1
174,241,282
175,242,298
176,243,178
177,244,184
178,245,208
179,246,216
180,247,-1
181,248,166
182,249,190
183,250,-1
184,251,170
185,252,254
186,253,-1
187,254,196
188,255,-1
189,256,224
190,257,174
191,258,202
192,259,234
193,260,-1
194,261,-1
195,262,244
196,263,268
197,264,4
198,265,0
199,266,10
200,268,14
201,271,18
202,290,-1
203,291,268
204,292,-1
205,294,-1
206,296,-1
207,298,122
208,299,136
209,300,92
210,301,110
211,302,86
212,303,100
213,304,220
214,306,314
215,308,-1
216,309,-1
217,310,-1
218,312,-1
219,314,38
220,316,12
221,318,62
222,320,0
223,322,6
224,326,22
225,329,0
226,330,58
227,331,74
228,332,48
229,333,118
230,334,142
231,336,166
232,337,8
233,338,190
234,340,16
235,341,24
236,342,32
237,348,-1
238,352,196
239,353,238
240,354,96
241,356,40
242,358,66
243,359,56
244,360,310
245,362,-1
246,364,-1
247,366,280
248,368,-1
249,369,12
250,370,32
251,371,0
252,372,6
253,374,248
254,376,218
255,378,232
256,380,214
257,382,136
258,385,0
259,387,64
260,389,14
261,391,30
262,393,46
263,395,86
264,397,-1
265,399,-1
266,401,152
267,403,118
268,405,110
269,407,158
270,409,300
271,411,292
272,412,48
273,413,12
274,414,28
275,415,20
276,416,154
277,417,60
278,418,108
279,419,0
280,420,174
281,421,282
282,422,122
283,423,72
284,424,194
285,425,38
286,426,138
287,427,216
288,428,-1
289,429,238
290,430,6
291,431,84
292,432,260
293,433,96
294,435,-1
295,437,166
296,439,154
297,441,158
298,443,-1
299,445,192
300,447,188
301,449,206
302,451,-1
303,453,-1
304,461,-1
305,463,-1
306,464,-1
307,465,-1
308,467,-1
309,469,-1
310,471,-1
311,473,-1
312,475,-1
313,477,-1
314,478,-1
315,479,176
316,481,-1
317,483,-1
318,485,220
319,487,-1
320,489,86
321,491,-1
322,493,-1
323,495,-1
324,497,286
325,499,180
326,501,184
327,504,188
328,505,196
329,506,204
330,507,-1
331,509,-1
332,511,-1
333,537,12
334,538,0
335,541,42
336,545,26
337,549,60
338,553,78
339,557,98
340,561,172
341,565,132
342,569,120
343,573,152
344,592,270
345,596,-1
346,600,-1
