path_id,min_slice
7,94
8,-1
9,-1
11,-1
12,134
13,232
14,-1
15,12
16,220
17,-1
19,64
21,106
22,246
23,302
24,-1
26,-1
27,260
28,-1
29,114
30,-1
31,144
33,70
34,-1
35,154
36,-1
38,22
39,-1
40,274
41,26
42,164
43,-1
44,288
45,30
47,4
48,102
49,134
50,44
51,26
52,0
53,14
54,66
55,4
62,-1
67,252
68,148
70,16
71,-1
72,124
73,160
74,-1
75,86
76,-1
77,96
78,-1
79,124
80,106
82,-1
83,172
102,-1
111,24
112,-1
113,0
114,56
115,126
116,-1
117,-1
118,12
119,154
120,258
121,276
122,-1
123,32
124,102
125,168
126,-1
127,4
128,-1
129,8
130,66
131,56
132,184
133,10
134,62
135,68
136,114
137,20
138,44
139,12
140,0
141,30
142,6
143,74
144,46
145,22
146,30
147,38
148,0
149,0
150,34
151,46
152,174
153,90
154,196
155,76
156,4
158,58
159,32
160,-1
161,-1
162,-1
163,0
164,18
165,38
166,58
167,4
168,8
190,36
191,136
192,4
193,16
194,0
195,150
197,188
198,22
199,-1
200,-1
202,-1
203,-1
204,-1
205,124
206,76
210,-1
211,0
213,-1
215,102
216,16
217,240
221,108
222,230
223,-1
225,-1
226,136
234,0
241,174
251,4
252,126
253,56
254,24
255,70
256,44
257,34
258,16
259,86
260,106
261,10
262,0
264,204
266,-1
268,76
270,-1
271,-1
272,-1
273,310
274,-1
275,44
276,-1
277,-1
278,-1
279,-1
280,226
281,204
282,234
283,-1
284,44
286,-1
288,76
290,4
292,-1
296,8
298,34
301,82
302,48
303,184
304,-1
305,92
306,114
307,-1
308,-1
310,18
312,242
314,146
320,-1
328,278
330,174
332,188
334,288
336,-1
338,294
340,272
342,116
351,204
352,0
353,4
354,16
355,146
356,30
357,60
358,8
359,222
376,-1
380,-1
382,54
385,-1
403,76
404,12
405,240
406,164
407,-1
408,-1
409,24
410,46
411,30
412,212
413,60
414,196
415,262
416,174
417,282
418,184
419,68
424,158
425,10
427,-1
428,208
429,-1
431,-1
432,60
433,-1
435,52
436,172
437,-1
439,-1
441,38
443,-1
445,76
447,-1
449,-1
451,-1
453,208
454,22
455,36
456,0
457,94
458,52
459,-1
460,4
461,118
462,6
463,300
464,68
465,100
466,84
467,272
469,-1
471,-1
473,-1
474,86
475,102
477,26
479,-1
481,-1
483,4
487,260
488,-1
489,188
490,198
491,286
492,124
493,-1
494,-1
495,134
497,-1
498,-1
500,68
501,138
503,114
505,184
509,242
510,146
511,18
539,18
541,0
545,8
546,8
549,38
550,4
552,58
553,22
557,260
568,38
569,-1
572,32
573,226
574,0
576,54
577,-1
578,-1
625,22
627,44
