,path_id,min_slice
0,0,26
1,1,-1
2,2,138
3,8,74
4,10,-1
5,11,-1
6,12,66
7,14,160
8,15,-1
9,18,144
10,19,-1
11,20,96
12,21,-1
13,22,34
14,23,244
15,24,210
16,26,176
17,27,-1
18,30,196
19,31,-1
20,32,4
21,33,-1
22,34,228
23,35,230
24,36,270
25,38,56
26,39,-1
27,42,4
28,43,-1
29,44,42
30,45,-1
31,46,50
32,47,-1
33,48,54
34,50,66
35,51,-1
36,54,260
37,55,-1
38,56,12
39,57,-1
40,58,90
41,59,260
42,60,122
43,62,230
44,63,-1
45,66,48
46,67,-1
47,68,0
48,69,316
49,70,276
50,71,-1
51,72,4
52,74,8
53,75,308
54,78,284
55,79,-1
56,80,22
57,81,-1
58,82,0
59,83,-1
60,84,292
61,86,0
62,87,-1
63,90,10
64,91,302
65,92,32
66,93,-1
67,94,102
68,95,268
69,96,80
70,98,16
71,99,-1
72,102,16
73,103,-1
74,104,58
75,105,-1
76,106,-1
77,107,234
78,108,156
79,110,194
80,111,-1
81,114,-1
82,115,-1
83,117,-1
84,118,294
85,119,-1
86,120,230
87,122,24
88,123,312
89,126,68
90,127,298
91,129,-1
92,130,-1
93,131,-1
94,132,-1
95,134,76
96,138,24
97,141,-1
98,142,244
99,144,12
100,146,96
101,150,80
102,153,-1
103,154,4
104,156,174
105,158,108
106,162,0
107,165,-1
108,166,114
109,167,-1
110,168,94
111,170,132
112,174,216
113,177,-1
114,178,126
115,180,0
116,182,252
117,186,160
118,190,138
119,192,20
120,194,32
121,198,178
122,201,-1
123,202,42
124,203,-1
125,204,108
126,206,40
127,210,116
128,214,60
129,225,-1
130,226,70
131,238,8
132,239,-1
133,249,-1
134,250,186
135,258,92
136,262,150
137,264,112
138,266,28
139,268,120
140,272,58
141,274,-1
142,275,-1
143,276,32
144,278,192
145,284,104
146,286,-1
147,288,24
148,290,36
149,292,212
150,296,238
151,298,-1
152,300,42
153,302,44
154,304,86
155,308,32
156,310,80
157,311,248
158,312,148
159,314,250
160,316,48
161,320,130
162,322,200
163,324,56
164,328,274
165,332,40
166,334,20
167,336,70
168,340,-1
169,346,260
170,348,130
171,358,162
172,360,84
173,364,4
174,370,174
175,372,98
176,376,146
177,382,214
178,384,0
179,385,152
180,394,6
181,395,110
182,401,-1
183,402,12
184,403,168
185,409,-1
186,410,168
187,411,124
188,416,12
189,418,188
190,419,138
191,425,-1
192,426,18
193,433,276
194,445,-1
195,448,62
196,457,300
197,461,284
198,466,202
199,469,-1
200,470,16
201,474,16
202,477,-1
203,479,254
204,482,22
205,483,-1
206,485,304
207,490,72
208,491,-1
209,493,-1
210,495,-1
211,498,0
212,499,-1
213,501,-1
214,506,46
215,509,308
216,511,-1
217,514,168
218,522,54
219,532,28
220,540,222
221,545,-1
222,550,4
223,557,-1
224,560,126
225,572,34
226,574,116
227,582,140
228,584,160
229,592,82
230,596,0
231,602,102
232,604,184
233,612,184
234,622,154
235,640,8
236,644,76
237,648,24
238,650,24
239,656,40
240,660,26
241,666,124
242,672,38
243,676,16
244,680,92
245,684,0
246,688,148
247,696,12
248,700,138
249,708,208
250,710,70
251,716,50
252,728,114
253,732,62
254,740,0
255,764,8
256,782,6
257,785,90
258,789,-1
259,801,70
260,805,-1
261,809,-1
262,813,78
263,829,-1
264,848,224
265,856,96
266,860,88
267,896,172
268,900,216
269,904,10
270,908,234
271,920,4
272,932,42
273,936,276
274,937,66
275,940,212
276,944,254
277,948,32
278,956,12
279,960,196
280,964,44
281,976,56
282,980,18
283,984,106
284,988,0
285,992,0
286,996,6
287,1000,16
288,1002,30
289,1004,30
290,1008,76
291,1012,44
292,1014,44
293,1016,62
294,1020,18
295,1026,4
296,1028,58
297,1030,8
